id,geom,longitude,latitude,classname,time,img_received,utm_x,utm_y,utm_z,regionname_1,regionname_2,regionname_3,regionname_4,roadaddr,roadaddrnum,isprocessed,mb_serial,mt_serial
41931,0101000020E610000048D3EF96182C6040949DCFAFCB044240,129.3780017,36.03746603,pothole,2024-07-17 11:22:55.302565+09,TRUE,36.037531,129.377984,31.851642,경상북도,포항시 남구,송도동,NULL,송도해안길,80,FALSE,PDCToolV1,MTPohangPC7
41934,0101000020E610000068CCDBE61F2C6040D44A9B889B044240,129.3788943,36.03599651,pothole,2024-07-17 11:23:13.550683+09,TRUE,36.036069,129.378867,30.946219,경상북도,포항시 남구,송도동,NULL,송도해안길,80,FALSE,PDCToolV1,MTPohangPC7
41965,0101000020E6100000C2CDC5AFD62A6040E37564B3CC034240,129.3387069,36.02968447,pothole,2024-07-17 12:23:03.964677+09,TRUE,36.029744,129.338674,80.898796,경상북도,포항시 남구,이동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42018,0101000020E610000023FFF910AD2B6040ED907467A3044240,129.3648763,36.0362367,pothole,2024-07-17 13:45:53.445985+09,TRUE,36.036314,129.36489,34.609677,경상북도,포항시 북구,남빈동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42085,0101000020E610000032AD58512A2B6040D6330F598D034240,129.3489157,36.0277511,pothole,2024-07-18 05:46:06.03837+09,TRUE,36.027711,129.348969,38.038019,경상북도,포항시 북구,학잠동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42098,0101000020E61000000D72E573C02B6040B3C1FD2B41024240,129.3672428,36.01761389,pothole,2024-07-18 06:04:38.043643+09,TRUE,36.017674,129.367288,32.473593,경상북도,포항시 남구,해도동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42140,0101000020E6100000CA5302D2F32B6040400B95C1DD064240,129.3735132,36.05364246,pothole,2024-07-18 08:08:23.808939+09,TRUE,36.053685,129.373586,31.147402,경상북도,포항시 북구,학산동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42170,0101000020E61000007A520FAA512B604048F4CFB6A8064240,129.3537188,36.05202375,pothole,2024-07-18 08:31:48.507378+09,TRUE,36.052013,129.353796,40.244821,경상북도,포항시 북구,우현동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42175,0101000020E6100000F0AD81D55E2B6040A37E5D8A95064240,129.3553264,36.05143861,pothole,2024-07-18 08:34:06.169963+09,TRUE,36.051476,129.355259,40.013649,경상북도,포항시 북구,우현동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42188,0101000020E6100000311BE64E492B60404AD5640D2D064240,129.3526988,36.04824989,pothole,2024-07-18 08:37:00.5138+09,TRUE,36.048216,129.352758,66.22184,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42230,0101000020E6100000198C12E0752B60404B9A834CDB054240,129.3581391,36.04575497,pothole,2024-07-18 08:57:41.843663+09,TRUE,36.045765,129.35806,49.594681,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42242,0101000020E61000008A742883EA2A60405AD9A8C272044240,129.341127,36.03475221,pothole,2024-07-18 10:11:57.938104+09,TRUE,36.034813,129.341102,63.298255,경상북도,포항시 북구,학잠동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42261,0101000020E6100000318C88E6E72A60404028537788044240,129.3408082,36.03541462,pothole,2024-07-18 10:36:09.594859+09,TRUE,36.03534,129.340831,65.944715,경상북도,포항시 북구,득량동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42291,0101000020E610000049A3FE09BE2A60409FD4867702084240,129.3356981,36.06257528,pothole,2024-07-18 11:08:04.529878+09,TRUE,36.062648,129.335668,63.734027,경상북도,포항시 북구,흥해읍,이인리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42295,0101000020E6100000990D43099C2A6040BFF9090981064240,129.3315474,36.05081285,pothole,2024-07-18 11:09:49.222081+09,TRUE,36.050868,129.331584,75.553456,경상북도,포항시 북구,흥해읍,대련리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42314,0101000020E610000043DCA066142B6040A3DA169A28054240,129.3462403,36.04030157,pothole,2024-07-18 11:12:56.787068+09,TRUE,36.040361,129.346265,56.411644,경상북도,포항시 북구,용흥동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42319,0101000020E61000008A5CC2433E2B6040BC1918559C034240,129.3513507,36.02820839,pothole,2024-07-18 11:18:28.665695+09,TRUE,36.028252,129.351399,48.640681,경상북도,포항시 북구,학잠동,NULL,양학로34번길,14,FALSE,PDCToolV1,MTPohangPC7
42332,0101000020E610000050064A0E3F2B60403EA52FD6D5014240,129.3514472,36.01433828,pothole,2024-07-18 11:33:47.399186+09,TRUE,36.014288,129.351402,38.443804,경상북도,포항시 남구,상도동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42362,0101000020E6100000CD855B5DE32B6040FB6F69CB58044240,129.3715045,36.0339598,pothole,2024-07-18 17:01:57.909351+09,TRUE,36.033937,129.371596,37.766074,경상북도,포항시 남구,송도동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42505,0101000020E6100000D2B10880422C60408B917CDB39084240,129.3831177,36.06426567,pothole,2024-07-18 17:45:26.420145+09,TRUE,36.064303,129.383187,34.756317,경상북도,포항시 북구,두호동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42523,0101000020E6100000E0D9A6A7F82B6040E8E25996C2064240,129.3741034,36.05281333,pothole,2024-07-18 17:50:05.809648+09,TRUE,36.052853,129.374155,34.000476,경상북도,포항시 북구,항구동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42672,0101000020E61000009B479CA1FB2B604005A9DE37B1074240,129.3744667,36.06009577,pothole,2024-07-20 07:07:59.254046+09,TRUE,36.060134,129.374417,41.959977,경상북도,포항시 북구,두호동,NULL,두호로,35,FALSE,PDCToolV1,MTPohangPC7
42727,0101000020E6100000617672E9322B60400BF851A9A2014240,129.3499648,36.01277653,pothole,2024-07-20 08:22:04.913318+09,TRUE,36.012842,129.349946,50.511885,경상북도,포항시 남구,상도동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42818,0101000020E6100000EEC71B4D8526604052B3FDBD021B4240,129.2037721,36.21102118,pothole,2024-07-20 09:11:28.139704+09,TRUE,36.211013,129.203836,585.162899,경상북도,포항시 북구,죽장면,상옥리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42830,0101000020E610000091FF5006B4266040428795E9DA1C4240,129.2094757,36.22543068,pothole,2024-07-20 09:14:09.770292+09,TRUE,36.225376,129.209435,449.236044,경상북도,포항시 북구,죽장면,상옥리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42838,0101000020E6100000EBC8EEF200276040B89BA8D5B11D4240,129.2188658,36.23198958,pothole,2024-07-20 09:17:00.402367+09,TRUE,36.232001,129.218803,481.036454,경상북도,포항시 북구,죽장면,상옥리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42911,0101000020E61000001D48A7DB5E2960401A7E019B08194240,129.2928293,36.19557512,pothole,2024-07-20 09:32:52.998429+09,TRUE,36.195635,129.292763,221.452189,경상북도,포항시 북구,청하면,명안리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42933,0101000020E61000001221826EDF2A604052E6FEE08F164240,129.3397744,36.17626584,pothole,2024-07-20 09:42:35.196258+09,TRUE,36.176322,129.339815,100.680926,경상북도,포항시 북구,청하면,미남리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42935,0101000020E61000001B94704B0E2B604046B17C957B144240,129.345495,36.16002148,pothole,2024-07-20 09:45:41.244631+09,TRUE,36.160133,129.345476,91.735066,경상북도,포항시 북구,청하면,소동리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42942,0101000020E6100000F8D892FC272B60408314A2D46F114240,129.3486312,36.1362253,pothole,2024-07-20 09:47:44.346592+09,TRUE,36.13628,129.348678,67.897591,경상북도,포항시 북구,흥해읍,덕장리,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
42960,0101000020E6100000D2C942844D2B60406C3B14DACF074240,129.3532125,36.06103064,pothole,2024-07-20 09:56:42.244218+09,TRUE,36.061098,129.353202,46.031585,경상북도,포항시 북구,우현동,NULL,NULL,NULL,FALSE,PDCToolV1,MTPohangPC7
